checked_at_jst,jan,product_name,supplier,url,http_status,fetch_ok,parser_hint,parsed_price_yen,expected_price_yen,effective_price_yen,enoking_buy_price_yen,buyback_source,gross_profit_yen,in_stock,restock_watch,shipping_included,condition_required,is_buy_candidate,decision_reason,raw_signals,notes
2026-06-15 14:40:00 JST,4902370552683,Nintendo Switch 2 多言語版 BEE-S-KB6AA,Sofmap Search Discovery,https://www.sofmap.com/search_result.aspx?keyword=4902370552683,200,True,search_discovery,,,,76500,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,在庫あり|JavaScript,中古混在注意。新品未開封のみ手動確認; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION|NEEDS_BROWSER_OR_MANUAL_CHECK
2026-06-15 14:40:00 JST,4902370552683,Nintendo Switch 2 多言語版 BEE-S-KB6AA,Geo Online Search Discovery,https://ec.geo-online.co.jp/shop/goods/search.aspx?keyword=4902370552683,403,True,search_discovery,,,,76500,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,中古混在注意。新品未開封のみ手動確認; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION
2026-06-15 14:40:00 JST,4902370552683,Nintendo Switch 2 多言語版 BEE-S-KB6AA,7net Search Discovery,https://7net.omni7.jp/search/?keyword=4902370552683,404,True,search_discovery,,,,76500,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,販売終了|JavaScript,発見用。価格・在庫は手動確認; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION|NEEDS_BROWSER_OR_MANUAL_CHECK
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,Yodobashi,https://www.yodobashi.com/product/100000001006501447/,403,True,yodobashi,,37980,37980,45300,エノキング,7320,,True,True,new,False,NO_POSITIVE_STOCK_SIGNAL,,旧価格37980円在庫を監視
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,Nojima Online,https://online.nojima.co.jp/commodity/1/4902370548501/,403,True,nojima,54850,37980,54850,45300,エノキング,-9550,,True,True,new,False,NO_POSITIVE_STOCK_SIGNAL,,購入条件あり/完売御礼の変化を監視
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,TSUTAYA Store Stock,https://store-tsutaya.tsite.jp/search/result/stock?itemType=game&productKey=4902370548501&saleType=sell&workId=30040491,200,True,tsutaya,,,,45300,エノキング,,,False,True,new,False,NO_PRICE,このページではjavascriptを使用しています|javascriptを使用しています,店舗在庫検索。JS/地域入力が必要なためブラウザ化候補; NEEDS_BROWSER_OR_MANUAL_CHECK
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,Yahoo digitalisland,https://store.shopping.yahoo.co.jp/digitalisland/4902370548501.html,200,True,yahoo,,46498,46498,45300,エノキング,-1198,,False,True,new,False,NO_POSITIVE_STOCK_SIGNAL,入荷待ち|カートに入れる|JavaScript,在庫なし/高値寄りの変化を監視; NEEDS_BROWSER_OR_MANUAL_CHECK
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,AEON Style Online,https://aeonretail.com/product/0/P-4902370548501/,403,True,aeon,,37928,37928,45300,エノキング,7372,,True,True,new,False,NO_POSITIVE_STOCK_SIGNAL,,お一人さま1点限り/購入可否を監視
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,Rakuten Search Discovery,https://search.rakuten.co.jp/search/mall/4902370548501/,,False,search_discovery,,,,45300,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,"発見用。価格抽出は買い判定に使わない。楽天APIアダプタ実装後にAPI優先へ移行; FETCH_ERROR: ReadTimeout: HTTPSConnectionPool(host='search.rakuten.co.jp', port=443): Read timed out. (read timeout=10)|TIMEOUT_BLOCKED"
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,Yahoo Shopping Search Discovery,https://shopping.yahoo.co.jp/search?p=4902370548501,200,True,search_discovery,,,,45300,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,在庫なし|在庫あり|JavaScript,発見用。価格抽出は買い判定に使わない。Yahoo公式APIアダプタ実装後にAPI優先へ移行; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION|NEEDS_BROWSER_OR_MANUAL_CHECK
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,Amazon JP Search Discovery,https://www.amazon.co.jp/s?k=4902370548501,200,True,search_discovery,,,,45300,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,発見用。PA-APIが本命。通常ページ取得は低頻度のみ; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,BicCamera Search Discovery,https://www.biccamera.com/bc/category/?q=4902370548501,,False,search_discovery,,,,45300,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,"量販店横断の発見用。価格・在庫は手動確認または専用パーサー化; FETCH_ERROR: ReadTimeout: HTTPSConnectionPool(host='www.biccamera.com', port=443): Read timed out. (read timeout=10)|TIMEOUT_BLOCKED"
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,Yamada Webcom Search Discovery,https://www.yamada-denkiweb.com/search/4902370548501,403,True,search_discovery,,,,45300,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,量販店横断の発見用。価格・在庫は手動確認または専用パーサー化; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,Joshin Web Search Discovery,https://joshinweb.jp/search/?searchword=4902370548501,403,True,search_discovery,,,,45300,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,量販店横断の発見用。サーバー負荷を避けるため1日1回程度; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,Edion Search Discovery,https://www.edion.com/search?keyword=4902370548501,200,True,search_discovery,,,,45300,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,量販店横断の発見用。サーバー負荷を避けるため1日1回程度; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,Sofmap Search Discovery,https://www.sofmap.com/search_result.aspx?keyword=4902370548501,200,True,search_discovery,,,,45300,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,在庫あり|JavaScript,中古混在注意。新品未開封のみ手動確認; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION|NEEDS_BROWSER_OR_MANUAL_CHECK
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,Geo Online Search Discovery,https://ec.geo-online.co.jp/shop/goods/search.aspx?keyword=4902370548501,403,True,search_discovery,,,,45300,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,中古混在注意。新品未開封のみ手動確認; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION
2026-06-15 14:40:00 JST,4902370548501,Nintendo Switch 有機ELモデル ネオン,7net Search Discovery,https://7net.omni7.jp/search/?keyword=4902370548501,200,True,search_discovery,,,,45300,エノキング,,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,在庫なし|販売終了|品切れ|入荷待ち|JavaScript,発見用。価格・在庫は手動確認; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION|NEEDS_BROWSER_OR_MANUAL_CHECK
2026-06-15 14:40:00 JST,4902370553031,Nintendo Switch 2 マリオカートワールドセット BEE-S-KB6PA,Costco Online,https://www.costco.co.jp/TV-Electronics/Video-Games/Game-Consoles/Nintendo-Switch2-Japan-Only/p/74093,200,True,stock_only,,52780,52780,57500,エノキング(57500)/ルデヤ(57100),4720,False,True,True,new,False,NO_POSITIVE_STOCK_SIGNAL,在庫切れ|入荷待ち,本命仕入れ52780円。在庫切れ→入荷を監視。価格は会員ログインで隠れるためconfig値を使用; STOCK_ONLY_PRICE_FROM_CONFIG
2026-06-15 14:40:00 JST,4902370553031,Nintendo Switch 2 マリオカートワールドセット BEE-S-KB6PA,My Nintendo Store Switch2,https://store-jp.nintendo.com/switch2/,200,True,nintendo_store,,53980,53980,57500,エノキング(57500)/ルデヤ(57100),3520,,False,True,new,False,NO_POSITIVE_STOCK_SIGNAL,JavaScriptを有効にする必要があります|JavaScript,公式定価53980円。抽選/待機列ありブラウザ化候補; NEEDS_BROWSER_OR_MANUAL_CHECK
2026-06-15 14:40:00 JST,4902370553031,Nintendo Switch 2 マリオカートワールドセット BEE-S-KB6PA,Amazon dp,https://www.amazon.co.jp/dp/B0DWZJBXNZ,200,True,search_discovery,,,,57500,エノキング(57500)/ルデヤ(57100),,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,発見用。価格はJS描画のため手動確認; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION
2026-06-15 14:40:00 JST,4902370553031,Nintendo Switch 2 マリオカートワールドセット BEE-S-KB6PA,Rakuten Search Discovery,https://search.rakuten.co.jp/search/mall/4902370553031/,,False,search_discovery,,,,57500,エノキング(57500)/ルデヤ(57100),,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,"発見用。価格抽出は買い判定に使わない; FETCH_ERROR: ReadTimeout: HTTPSConnectionPool(host='search.rakuten.co.jp', port=443): Read timed out. (read timeout=10)|TIMEOUT_BLOCKED"
2026-06-15 14:40:00 JST,4902370553031,Nintendo Switch 2 マリオカートワールドセット BEE-S-KB6PA,Yahoo Shopping Search Discovery,https://shopping.yahoo.co.jp/search?p=4902370553031,200,True,search_discovery,,,,57500,エノキング(57500)/ルデヤ(57100),,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,在庫なし|在庫あり|JavaScript,発見用。価格抽出は買い判定に使わない; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION|NEEDS_BROWSER_OR_MANUAL_CHECK
2026-06-15 14:40:00 JST,4948872016940,PlayStation5 Slim ダブルパック CFIJ-10018,Sony Store CFIJ-10018,https://pur.store.sony.jp/ps5/products/2025_shinseikatsu/CFIJ-10018_product/,200,True,stock_only,,89980,89980,99500,ルデヤ(99500)/カウモバイル(97000),9520,False,True,True,new,False,NO_POSITIVE_STOCK_SIGNAL,入荷待ち|購入手続き,本命仕入れ89980円。買取99500円で粗利9520円。入荷待ち→入荷を監視。価格はconfig値を使用; STOCK_ONLY_PRICE_FROM_CONFIG
2026-06-15 14:40:00 JST,4948872016940,PlayStation5 Slim ダブルパック CFIJ-10018,Kakaku Lowest,https://kakaku.com/item/K0001577654/,200,True,generic,,110717,110717,99500,ルデヤ(99500)/カウモバイル(97000),-11217,,False,True,new,False,NO_POSITIVE_STOCK_SIGNAL,在庫あり|JavaScript,最安監視。買取99500円を下回ったら買い候補; NEEDS_BROWSER_OR_MANUAL_CHECK
2026-06-15 14:40:00 JST,4948872016940,PlayStation5 Slim ダブルパック CFIJ-10018,Amazon dp,https://www.amazon.co.jp/dp/B0CKYL786B,200,True,search_discovery,,,,99500,ルデヤ(99500)/カウモバイル(97000),,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,発見用。価格はJS描画のため手動確認; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION
2026-06-15 14:40:00 JST,4948872016940,PlayStation5 Slim ダブルパック CFIJ-10018,Rakuten Search Discovery,https://search.rakuten.co.jp/search/mall/4948872016940/,,False,search_discovery,,,,99500,ルデヤ(99500)/カウモバイル(97000),,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,"発見用。価格抽出は買い判定に使わない; FETCH_ERROR: ReadTimeout: HTTPSConnectionPool(host='search.rakuten.co.jp', port=443): Read timed out. (read timeout=10)|TIMEOUT_BLOCKED"
2026-06-15 14:40:00 JST,4948872016940,PlayStation5 Slim ダブルパック CFIJ-10018,Yahoo Shopping Search Discovery,https://shopping.yahoo.co.jp/search?p=4948872016940,200,True,search_discovery,,,,99500,ルデヤ(99500)/カウモバイル(97000),,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,在庫なし|在庫あり|JavaScript,発見用。価格抽出は買い判定に使わない; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION|NEEDS_BROWSER_OR_MANUAL_CHECK
2026-06-15 14:40:00 JST,4902370553505,Nintendo Switch 2 ポケモンLEGENDS Z-Aセット,My Nintendo Store Switch2,https://store-jp.nintendo.com/switch2/,200,True,nintendo_store,,53980,53980,55500,エノキング(55500)/ルデヤ(55100),1520,,False,True,new,False,NO_POSITIVE_STOCK_SIGNAL,JavaScriptを有効にする必要があります|JavaScript,公式。ポケモンZ-Aセット。抽選/待機列ありブラウザ化候補; NEEDS_BROWSER_OR_MANUAL_CHECK
2026-06-15 14:40:00 JST,4902370553505,Nintendo Switch 2 ポケモンLEGENDS Z-Aセット,Rakuten Search Discovery,https://search.rakuten.co.jp/search/mall/4902370553505/,,False,search_discovery,,,,55500,エノキング(55500)/ルデヤ(55100),,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,,"発見用。価格抽出は買い判定に使わない; FETCH_ERROR: ReadTimeout: HTTPSConnectionPool(host='search.rakuten.co.jp', port=443): Read timed out. (read timeout=10)|TIMEOUT_BLOCKED"
2026-06-15 14:40:00 JST,4902370553505,Nintendo Switch 2 ポケモンLEGENDS Z-Aセット,Yahoo Shopping Search Discovery,https://shopping.yahoo.co.jp/search?p=4902370553505,200,True,search_discovery,,,,55500,エノキング(55500)/ルデヤ(55100),,,False,True,new,False,DISCOVERY_ONLY_NO_BUY_DECISION,在庫なし|在庫あり|JavaScript,発見用。価格抽出は買い判定に使わない; DISCOVERY_ONLY_SEARCH_PAGE|NO_BUY_DECISION|NEEDS_BROWSER_OR_MANUAL_CHECK
